year,theme,num_sets,prev_num_sets,abs_change,pct_change,total_sets_year,pct_of_portfolio,is_new_theme_year,new_themes_launched
2015,Frozen,1,0,0.0,0.0,1016,0.1,1,16
2016,Frozen,3,1,2.0,200.0,998,0.3,0,13
2017,Frozen,2,3,-1.0,-33.33,1104,0.18,0,6
2018,Frozen,1,2,-1.0,-50.0,1065,0.09,0,13
2019,Frozen,12,1,11.0,1100.0,1106,1.08,0,9
2020,Frozen,1,12,-11.0,-91.67,1116,0.09,0,11
2021,Frozen,4,1,3.0,300.0,1220,0.33,0,8
2022,Frozen,5,4,1.0,25.0,1217,0.41,0,5
2023,Frozen,1,5,-4.0,-80.0,1141,0.09,0,7
2024,Frozen,3,1,2.0,200.0,1225,0.24,0,8
2025,Frozen,3,3,0.0,0.0,1104,0.27,0,7
2002,Galidor,21,0,0.0,0.0,580,3.62,1,6
1975,Hobby Sets,3,0,0.0,0.0,41,7.32,1,3
1976,Hobby Sets,4,3,1.0,33.33,77,5.19,0,4
1978,Hobby Sets,1,4,-3.0,-75.0,77,1.3,0,3
2003,Hobby Sets,1,1,0.0,0.0,541,0.18,0,16
1971,Homemaker,2,0,0.0,0.0,57,3.51,1,1
1972,Homemaker,1,2,-1.0,-50.0,39,2.56,0,3
1973,Homemaker,8,1,7.0,700.0,72,11.11,0,2
1974,Homemaker,8,8,0.0,0.0,39,20.51,0,1
1977,Homemaker,3,8,-5.0,-62.5,114,2.63,0,4
1978,Homemaker,5,3,2.0,66.67,77,6.49,0,3
1979,Homemaker,3,5,-2.0,-40.0,93,3.23,0,4
1980,Homemaker,1,3,-2.0,-66.67,110,0.91,0,1
1982,Homemaker,1,1,0.0,0.0,89,1.12,0,0
2025,Horizon Adventures,1,0,0.0,0.0,1104,0.09,1,7
1955,Ideas Books,1,0,0.0,0.0,39,2.56,1,3
1960,Ideas Books,1,1,0.0,0.0,3,33.33,0,1
1961,Ideas Books,1,1,0.0,0.0,25,4.0,0,1
1962,Ideas Books,2,1,1.0,100.0,13,15.38,0,0
1963,Ideas Books,3,2,1.0,50.0,60,5.0,0,1
1964,Ideas Books,2,3,-1.0,-33.33,37,5.41,0,1
1965,Ideas Books,4,2,2.0,100.0,26,15.38,0,1
1966,Ideas Books,3,4,-1.0,-25.0,122,2.46,0,2
1967,Ideas Books,1,3,-2.0,-66.67,30,3.33,0,0
1968,Ideas Books,1,1,0.0,0.0,42,2.38,0,0
1969,Ideas Books,1,1,0.0,0.0,75,1.33,0,4
1970,Ideas Books,1,1,0.0,0.0,42,2.38,0,10
1973,Ideas Books,1,1,0.0,0.0,72,1.39,0,2
1975,Ideas Books,1,1,0.0,0.0,41,2.44,0,3
1980,Ideas Books,1,1,0.0,0.0,110,0.91,0,1
1981,Ideas Books,3,1,2.0,200.0,84,3.57,0,0
1984,Ideas Books,1,3,-2.0,-66.67,98,1.02,0,3
1985,Ideas Books,1,1,0.0,0.0,176,0.57,0,2
1986,Ideas Books,2,1,1.0,100.0,164,1.22,0,3
1987,Ideas Books,2,2,0.0,0.0,240,0.83,0,3
1990,Ideas Books,1,2,-1.0,-50.0,115,0.87,0,1
1997,Ideas Books,1,1,0.0,0.0,286,0.35,0,10
1998,Ideas Books,1,1,0.0,0.0,421,0.24,0,16
1999,Ideas Books,2,1,1.0,100.0,378,0.53,0,12
2000,Ideas Books,4,2,2.0,100.0,408,0.98,0,17
2002,Ideas Books,1,4,-3.0,-75.0,580,0.17,0,6
2011,Ideas Books,1,1,0.0,0.0,644,0.16,0,11
2012,Ideas Books,1,1,0.0,0.0,766,0.13,0,18
2013,Ideas Books,1,1,0.0,0.0,809,0.12,0,15
2014,Ideas Books,2,1,1.0,100.0,1043,0.19,0,12
2015,Ideas Books,3,2,1.0,50.0,1016,0.3,0,16
2016,Ideas Books,1,3,-2.0,-66.67,998,0.1,0,13
2017,Ideas Books,1,1,0.0,0.0,1104,0.09,0,6
2018,Ideas Books,4,1,3.0,300.0,1065,0.38,0,13
2019,Ideas Books,4,4,0.0,0.0,1106,0.36,0,9
2020,Ideas Books,10,4,6.0,150.0,1116,0.9,0,11
2021,Ideas Books,10,10,0.0,0.0,1220,0.82,0,8
2022,Ideas Books,10,10,0.0,0.0,1217,0.82,0,5
2023,Ideas Books,12,10,2.0,20.0,1141,1.05,0,7
2024,Ideas Books,8,12,-4.0,-33.33,1225,0.65,0,8
2025,Ideas Books,12,8,4.0,50.0,1104,1.09,0,7
2015,Jurassic World,9,0,0.0,0.0,1016,0.89,1,16
2018,Jurassic World,17,9,8.0,88.89,1065,1.6,0,13
2019,Jurassic World,7,17,-10.0,-58.82,1106,0.63,0,9
2020,Jurassic World,11,7,4.0,57.14,1116,0.99,0,11
2021,Jurassic World,10,11,-1.0,-9.09,1220,0.82,0,8
2022,Jurassic World,24,10,14.0,140.0,1217,1.97,0,5
2023,Jurassic World,16,24,-8.0,-33.33,1141,1.4,0,7
2024,Jurassic World,14,16,-2.0,-12.5,1225,1.14,0,8
2025,Jurassic World,14,14,0.0,0.0,1104,1.27,0,7
2005,LEGO Exclusive,1,0,0.0,0.0,409,0.24,1,9
2007,LEGO Exclusive,1,1,0.0,0.0,481,0.21,0,5
2008,LEGO Exclusive,1,1,0.0,0.0,462,0.22,0,9
